comment,category
"watch this guy play out the entire 2017 oscars, impressions and all",0
mom gathers rolls of wrapping paper around her to stroke softly,1
report: there probably not the best place to stand,1
here's why ohio state won't repeat,0
furious dianne feinstein demands nsa figure out exactly who didn't endorse her,1
french prime minister: we are at war against radical islam,0
environmentalists say they're averting climate disaster. conservatives say it's terrorism.,0
health reform at the crossroads: progress or peril?,0
look: we asked you to show us what you're thankful for... and the responses are beautiful,0
food hacks for the best tailgate ever,0
going to tops of things still favored by nation's tourists,1
glowing ahmadinejad: 'i am the nuclear weapon we've been building',1
romney still in hot water after reading gop platform verbatim,1
pope visits one of italy's most dangerous areas,0
hotel lobby treated to entirety of child's song catalogue during check-in process,1
9 brands with sexy spokesmodels over 50,0
missouri gov. eric greitens refuses to resign despite calls from his own party,0
13 ways to reduce stress at the office without embarrassing yourself,0
you'll never believe what these wedding dresses are made of,0
report: human bones found on remote pacific island most likely remains of those eaten by amelia earhart,1
kristina reveals how she's dealing with dean after 'bachelor in paradise',0
authorities urge florida residents to prevent further disasters by finally standing up to hurricane,1
group of '90s footnotes welcomes gingrich home,1
"hillary clinton to release 2015 tax returns within days, criticizes donald trump",0
stephen colbert takes out a 'for your consideration' ad for trump's fake news awards,0
report: morbid curiosity now accounts for 79% of nation's snack food purchases,1
republicans vow not to repeal obamacare without detailed plan for disposing of patients' disease-ridden corpses,1
report: u.s. must reduce dependence on foreign turmoil,1
walkable cities are both richer and smarter,0
dad transforms kids' toy cars into epic 'mad max' mobiles,0
doctors in puerto rico face mounting medical crisis in maria's wake,0
ice detains tim kaine for speaking spanish at campaign rally,1
limbaugh says drug addiction a remnant of clinton administration,1
working artist has developed thick skin for sound career advice,1
u.s. military lauded for creating gender-neutral killing field,1
mitsubishi from 'the fast and the furious' lands first directorial role,1
retiree gearing up for errands with lady friend,1
cuba has an ambitious plan to protect its environment from tourists,0
here's every easter egg you missed in 'guardians of the galaxy',0
every book on area woman's shelves somehow related to coping,1
kevin hart drops an f-bomb in awkward nfl network interview,0
"man robbed own grandmother, forced her to drink alcohol: police",0
shy shelter dog's reaction to getting adopted is the definition of joy on earth,0
man attempting to determine whether restaurant closed without getting too close,1
jessica simpson takes the plunge after crushing us with news she'll never do reality tv again,0
this is how your grocery store is tricking you into spending more money,0
bling-bling pawned,1
mcdonald's birthday party to be happiest time in child's life,1
documentary a scathing indictment of director's filmmaking skills,1
"here's how washington, d.c. can drive innovation in education throughout the countryâ€”with no strings attached",0
"anderson cooper, seth meyers joke they can't help but admire donald trump",0
five reasons to love fashion designer bibhu mohapatra,0
responsible gun owner keeps firearms safely locked away where only he can get them during mental breakdown,1
this former duke star has high hopes for an nba career,0
"houseguest given entire rundown on input 1, input 2",1
the white house's security briefing to ahmed mohamed,0
we deserve better,0
cartoon character translated seamlessly into noodle,1
man getting futon all dolled up for craigslist photo shoot,1
south carolina governor signs 20-week abortion ban,0
naval chakra tune up: yoga sequence from stephanie snyder,0
republicans and democrats have very different ideas about what saved a congressional ethics watchdog,0
miley cyrus under fire in the uk for 'sexually suggestive' mac ad,0
working while sick isn't a hillary thing. it's an american thing.,0
"liberals, it's time to look at ourselves in the mirror",0
"climate change: 2014 hottest yet, oceans threatened, solar trees, and more!",0
how to find the right haircut for your face shape,0
"as high court weighs online sales taxes, states get ready to pounce",0
why we sabotage our relationships,0
dubious inclusions damage credibility of entire record collection,1
is the gates foundation investing in the abuse of palestinian prisoners?,0
second-semester fling leads to first-trimester abortion,1
woman unaware she's only person on acid at james taylor concert,1
top of mt. everest pulling away majority of hollywood films with generous tax credit program,1
wall street journal editor directs reporters to get really mealy-mouthed covering trump,0
don't bother asking this amazon echo anything,0
report: nation secretly hoping dads die first,1
12 movies for the next 12 months,0
clinton appoints very special cabinet member,1
perverted little boy asks to sleep with parents,1
tpp is not the answer,0
elder women as agents of change,0
harvey weinstein and the danger of performative 'wokeness',0
will smith says trump may force him to run for president,0
london replica goes up in flames on great fire's 350th anniversary,0
alec baldwin secretes own hair gel,1
more signs of fuzzy math in the bernie sanders health plan,0
hope hicks instructed to clean up all the evidence in her office before leaving,1
ceo has female sex organs,1
donald trump threatens 35 percent tariff as 'retribution' for companies that move abroad,0
ted cruz blasts new york times for keeping book off bestseller list,0
eddie murphy fucks self for $20 million,1
bully tragically trusted to sign arm cast,1
